Age,Gender,Item Purchased,Category,Location,Discount Applied,Previous Purchases
47,Male,Skirt,Clothing,Missouri,No,4
19,Male,T-shirt,Clothing,Nebraska,No,19
38,Male,Sandals,Footwear,Hawaii,No,1
57,Male,Shirt,Clothing,Illinois,No,12
70,Male,Jeans,Clothing,Vermont,No,18
38,Male,Shorts,Clothing,New Jersey,No,43
35,Male,Shirt,Clothing,Kentucky,No,31
46,Male,Scarf,Accessories,Wyoming,No,33
32,Male,Handbag,Accessories,Hawaii,No,46
38,Male,Skirt,Clothing,Missouri,No,41
41,Male,Handbag,Accessories,Mississippi,No,41
19,Male,Gloves,Accessories,Massachusetts,No,9
18,Male,Shirt,Clothing,Louisiana,No,34
45,Male,Blouse,Clothing,West Virginia,No,21
23,Male,Dress,Clothing,Washington,No,5
60,Male,Shorts,Clothing,Oregon,No,32
52,Male,Shoes,Footwear,New York,No,44
42,Male,Sandals,Footwear,Iowa,No,46
29,Male,Pants,Clothing,Idaho,No,42
31,Male,Jacket,Outerwear,New Jersey,No,50
30,Male,Skirt,Clothing,Ohio,No,33
23,Male,Handbag,Accessories,Connecticut,No,32
31,Male,Coat,Outerwear,Florida,No,32
40,Male,Sweater,Clothing,South Carolina,No,37
39,Male,Shorts,Clothing,Missouri,No,9
28,Male,Skirt,Clothing,Rhode Island,No,6
23,Male,Gloves,Accessories,Delaware,No,36
42,Male,Backpack,Accessories,Colorado,No,1
68,Male,Dress,Clothing,Nebraska,No,48
24,Male,Belt,Accessories,Vermont,No,44
24,Male,Gloves,Accessories,Montana,No,9
21,Male,Jewelry,Accessories,Florida,No,32
49,Male,Socks,Clothing,Delaware,No,14
41,Male,Coat,Outerwear,Connecticut,No,43
22,Male,Handbag,Accessories,Hawaii,No,32
42,Male,Blouse,Clothing,New Mexico,No,26
30,Male,Shorts,Clothing,Kansas,No,2
38,Male,Shoes,Footwear,Nevada,No,16
40,Male,Shorts,Clothing,North Carolina,No,50
55,Male,Sandals,Footwear,New Mexico,No,6
37,Male,Blouse,Clothing,Idaho,No,20
41,Male,Coat,Outerwear,California,No,9
38,Male,Blouse,Clothing,Wisconsin,No,47
42,Male,Belt,Accessories,Alaska,No,33
26,Male,Blouse,Clothing,Pennsylvania,No,46
41,Male,Scarf,Accessories,Virginia,No,9
27,Male,Shirt,Clothing,California,No,8
61,Male,Socks,Clothing,Kentucky,No,48
58,Male,Jeans,Clothing,New York,No,2
25,Male,Dress,Clothing,Vermont,No,31
33,Male,Boots,Footwear,Pennsylvania,No,40
57,Male,Scarf,Accessories,New York,No,35
39,Male,Scarf,Accessories,North Carolina,No,40
60,Male,Gloves,Accessories,Wyoming,No,27
39,Male,Pants,Clothing,Ohio,No,10
42,Male,Dress,Clothing,Alabama,No,23
53,Male,Dress,Clothing,Rhode Island,No,32
20,Male,Jeans,Clothing,Oregon,No,6
46,Male,Sweater,Clothing,North Dakota,No,27
46,Male,Sandals,Footwear,Illinois,No,25
69,Male,Handbag,Accessories,New Mexico,No,11
28,Male,Scarf,Accessories,Colorado,No,23
42,Male,Sandals,Footwear,Utah,No,44
30,Male,Sunglasses,Accessories,Virginia,No,35
50,Male,Sweater,Clothing,Maine,No,45
59,Male,Pants,Clothing,Nebraska,No,22
54,Male,Hat,Accessories,Hawaii,No,18
50,Male,Belt,Accessories,Idaho,No,20
25,Male,Sandals,Footwear,West Virginia,No,28
41,Male,Pants,Clothing,Vermont,No,15
35,Male,Jewelry,Accessories,Indiana,No,42
67,Male,Sunglasses,Accessories,Idaho,No,20
33,Male,Blouse,Clothing,Minnesota,No,16
19,Male,Belt,Accessories,Wyoming,No,47
25,Male,Shorts,Clothing,Kansas,No,34
32,Male,Pants,Clothing,Georgia,No,30
30,Male,Sandals,Footwear,Kansas,No,5
18,Male,Gloves,Accessories,Nebraska,No,38
38,Male,Belt,Accessories,Washington,No,18
22,Male,Shirt,Clothing,Missouri,No,28
40,Male,Scarf,Accessories,Washington,No,42
54,Male,Gloves,Accessories,Kansas,No,5
70,Male,Pants,Clothing,Minnesota,No,50
52,Male,Sneakers,Footwear,Colorado,No,33
34,Male,Jacket,Outerwear,Utah,No,1
65,Male,Shoes,Footwear,North Carolina,No,14
38,Male,Blouse,Clothing,Florida,No,48
35,Male,Boots,Footwear,New Hampshire,No,26
40,Male,Socks,Clothing,Illinois,No,44
23,Male,T-shirt,Clothing,Louisiana,No,18
45,Male,Sandals,Footwear,Alabama,No,31
40,Male,Sneakers,Footwear,Florida,No,18
42,Male,Jewelry,Accessories,Alabama,No,41
57,Male,Sandals,Footwear,California,No,18
18,Male,Jacket,Outerwear,Maryland,No,3
18,Male,Skirt,Clothing,Nevada,No,5
56,Male,Shirt,Clothing,Massachusetts,No,13
35,Male,Shorts,Clothing,South Carolina,No,22
49,Male,Socks,Clothing,Delaware,No,45
49,Male,Jacket,Outerwear,Hawaii,No,39
34,Male,Jewelry,Accessories,Florida,No,18
63,Male,T-shirt,Clothing,Rhode Island,No,19
42,Male,Gloves,Accessories,Wyoming,No,29
41,Male,Shoes,Footwear,Colorado,No,19
26,Male,Shoes,Footwear,Virginia,No,22
48,Male,Shoes,Footwear,Nebraska,No,21
62,Male,Hoodie,Clothing,Oklahoma,No,22
24,Male,Belt,Accessories,North Dakota,No,44
48,Male,Coat,Outerwear,Michigan,No,42
31,Male,Blouse,Clothing,California,No,33
41,Male,Skirt,Clothing,Tennessee,No,6
24,Male,T-shirt,Clothing,Ohio,No,44
60,Male,Jeans,Clothing,Florida,No,24
38,Male,Scarf,Accessories,Missouri,No,16
58,Male,Backpack,Accessories,South Carolina,No,12
53,Male,Backpack,Accessories,Arizona,No,50
44,Male,Scarf,Accessories,Indiana,No,42
51,Male,Hat,Accessories,North Dakota,No,50
36,Male,Coat,Outerwear,Montana,No,10
20,Male,Dress,Clothing,Missouri,No,32
32,Male,Gloves,Accessories,Kentucky,No,37
66,Male,Sweater,Clothing,Georgia,No,15
49,Male,Skirt,Clothing,Kentucky,No,27
27,Male,Blouse,Clothing,Georgia,No,7
29,Male,Dress,Clothing,Alaska,No,49
29,Male,Jacket,Outerwear,Maine,No,44
55,Male,Coat,Outerwear,New Mexico,No,13
57,Male,Dress,Clothing,New York,No,38
29,Male,Shorts,Clothing,Oklahoma,No,10
31,Male,Jeans,Clothing,Wyoming,No,25
25,Male,Hat,Accessories,Alabama,No,18
61,Male,Gloves,Accessories,Maryland,No,6
53,Male,Sneakers,Footwear,West Virginia,No,35
22,Male,Shoes,Footwear,Kentucky,No,31
28,Male,Hoodie,Clothing,Kansas,No,41
18,Male,Sneakers,Footwear,Idaho,No,8
44,Male,Handbag,Accessories,Ohio,No,34
32,Male,Blouse,Clothing,Iowa,No,20
34,Male,Belt,Accessories,Michigan,No,38
67,Male,Socks,Clothing,South Dakota,No,35
66,Male,Blouse,Clothing,Nebraska,No,6
28,Male,Jewelry,Accessories,California,No,50
70,Male,Shorts,Clothing,Nevada,No,47
37,Male,Boots,Footwear,Kansas,No,23
28,Male,Coat,Outerwear,Ohio,No,13
43,Male,T-shirt,Clothing,Vermont,No,31
37,Male,Sweater,Clothing,Georgia,No,16
54,Male,Sunglasses,Accessories,Maryland,No,40
50,Male,Hat,Accessories,Connecticut,No,45
46,Male,Gloves,Accessories,Washington,No,50
60,Male,Socks,Clothing,California,No,1
40,Male,Handbag,Accessories,Montana,No,10
64,Male,Coat,Outerwear,Idaho,No,48
18,Male,Coat,Outerwear,Pennsylvania,No,38
37,Male,Pants,Clothing,Maine,No,21
36,Male,Belt,Accessories,Montana,No,38
51,Male,Sunglasses,Accessories,New Jersey,No,31
26,Male,Hoodie,Clothing,Louisiana,No,9
68,Male,Handbag,Accessories,Maine,No,47
27,Male,Gloves,Accessories,Florida,No,8
28,Male,Skirt,Clothing,Missouri,No,30
49,Male,Sunglasses,Accessories,North Dakota,No,22
70,Male,Dress,Clothing,Connecticut,No,3
30,Male,Gloves,Accessories,Virginia,No,15
27,Male,Sneakers,Footwear,Montana,No,10
19,Male,T-shirt,Clothing,Vermont,No,19
64,Male,Dress,Clothing,Georgia,No,36
42,Male,Handbag,Accessories,Virginia,No,12
69,Male,Socks,Clothing,Vermont,No,49
28,Male,Sneakers,Footwear,Montana,No,7
47,Male,Jacket,Outerwear,New Jersey,No,28
69,Male,Hoodie,Clothing,Wyoming,No,30
56,Male,Sandals,Footwear,Maine,No,29
28,Male,Shoes,Footwear,New Mexico,No,9
50,Male,Sandals,Footwear,Colorado,No,27
39,Male,Coat,Outerwear,Connecticut,No,21
35,Male,Gloves,Accessories,Maryland,No,36
59,Male,Coat,Outerwear,Oregon,No,19
44,Male,Boots,Footwear,New York,No,47
66,Male,Skirt,Clothing,Oklahoma,No,38
20,Male,Skirt,Clothing,Alabama,No,22
45,Male,Pants,Clothing,North Dakota,No,29
49,Male,Hat,Accessories,Nebraska,No,42
60,Male,Backpack,Accessories,Arizona,No,47
61,Male,Scarf,Accessories,Illinois,No,10
36,Male,Scarf,Accessories,South Carolina,No,10
33,Male,Shirt,Clothing,Kansas,No,1
49,Male,Boots,Footwear,Kansas,No,7
31,Male,Coat,Outerwear,Idaho,No,10
19,Male,Belt,Accessories,California,No,11
39,Male,Boots,Footwear,North Dakota,No,5
66,Male,Sneakers,Footwear,Georgia,No,21
25,Male,Shirt,Clothing,Illinois,No,24
63,Male,Blouse,Clothing,Delaware,No,37
56,Male,Jacket,Outerwear,Connecticut,No,22
20,Male,Skirt,Clothing,Tennessee,No,16
58,Male,Socks,Clothing,Maryland,No,44
34,Male,Sandals,Footwear,Rhode Island,No,14
28,Male,T-shirt,Clothing,New York,No,23
22,Male,Jacket,Outerwear,New Mexico,No,46
37,Male,Belt,Accessories,California,No,46
54,Male,Shoes,Footwear,Maine,No,16
65,Male,Blouse,Clothing,New York,No,40
57,Male,Shoes,Footwear,Hawaii,No,21
38,Male,Sweater,Clothing,New Hampshire,No,25
70,Male,Boots,Footwear,Nebraska,No,25
56,Male,Handbag,Accessories,Montana,No,25
56,Male,Blouse,Clothing,Wisconsin,No,27
22,Male,Skirt,Clothing,Tennessee,No,12
57,Male,Backpack,Accessories,Montana,No,27
53,Male,Shirt,Clothing,Michigan,No,40
53,Male,Sweater,Clothing,Texas,No,38
19,Male,Scarf,Accessories,Pennsylvania,No,44
49,Male,Handbag,Accessories,New York,No,27
44,Male,Scarf,Accessories,Alabama,No,30
27,Male,Jeans,Clothing,Virginia,No,24
60,Male,Socks,Clothing,Pennsylvania,No,38
62,Male,Sunglasses,Accessories,Mississippi,No,4
52,Male,Sneakers,Footwear,Wyoming,No,32
30,Male,Shoes,Footwear,New Mexico,No,32
66,Male,Socks,Clothing,North Dakota,No,28
29,Male,Sunglasses,Accessories,New Jersey,No,6
24,Male,Sweater,Clothing,Vermont,No,24
51,Male,Shoes,Footwear,Alaska,No,38
67,Male,Socks,Clothing,Indiana,No,28
50,Male,Boots,Footwear,Alabama,No,9
37,Male,Hoodie,Clothing,Michigan,No,21
69,Male,Gloves,Accessories,Washington,No,31
60,Male,Backpack,Accessories,Virginia,No,18
21,Male,Gloves,Accessories,Tennessee,No,5
44,Male,Blouse,Clothing,South Dakota,No,22
26,Male,Scarf,Accessories,New Hampshire,No,37
40,Male,Hat,Accessories,South Dakota,No,22
41,Male,Scarf,Accessories,Pennsylvania,No,36
62,Male,Sandals,Footwear,Wisconsin,No,23
39,Male,Sweater,Clothing,California,No,44
53,Male,Backpack,Accessories,Rhode Island,No,25
24,Male,Blouse,Clothing,Alabama,No,40
41,Male,Scarf,Accessories,Oklahoma,No,12
19,Male,Socks,Clothing,Illinois,No,14
36,Male,Hat,Accessories,Tennessee,No,14
21,Male,Dress,Clothing,Alabama,No,10
25,Male,Coat,Outerwear,Kansas,No,17
65,Male,Shirt,Clothing,Arizona,No,24
42,Male,Shirt,Clothing,Michigan,No,31
40,Male,Jeans,Clothing,Missouri,No,36
58,Male,Socks,Clothing,Louisiana,No,38
40,Male,Sandals,Footwear,Connecticut,No,23
62,Male,Blouse,Clothing,Connecticut,No,47
38,Male,Shirt,Clothing,Oregon,No,20
37,Male,Sunglasses,Accessories,West Virginia,No,41
65,Male,Jacket,Outerwear,Florida,No,44
55,Male,Dress,Clothing,New Hampshire,No,31
43,Male,Sunglasses,Accessories,Oregon,No,11
43,Male,Boots,Footwear,Oregon,No,25
45,Male,Scarf,Accessories,Utah,No,31
64,Male,Shorts,Clothing,Missouri,No,40
28,Male,Shorts,Clothing,West Virginia,No,23
69,Male,Jeans,Clothing,California,No,5
54,Male,Scarf,Accessories,California,No,26
52,Male,Shorts,Clothing,Illinois,No,11
23,Male,Sneakers,Footwear,Hawaii,No,44
26,Male,Jewelry,Accessories,Washington,No,47
48,Male,Shoes,Footwear,Wisconsin,No,46
49,Male,Hoodie,Clothing,Virginia,No,35
53,Male,Jacket,Outerwear,Oregon,No,8
69,Male,Shorts,Clothing,Pennsylvania,No,30
26,Male,Socks,Clothing,Virginia,No,14
21,Male,Coat,Outerwear,Hawaii,No,30
59,Male,Sandals,Footwear,Nebraska,No,26
21,Male,Backpack,Accessories,Alaska,No,32
22,Male,Pants,Clothing,Michigan,No,47
26,Male,Sweater,Clothing,North Carolina,No,11
41,Male,Jacket,Outerwear,North Carolina,No,28
37,Male,Sneakers,Footwear,Minnesota,No,2
30,Male,Jewelry,Accessories,Georgia,No,45
49,Male,Backpack,Accessories,West Virginia,No,7
49,Male,Jewelry,Accessories,Delaware,No,28
58,Male,Shoes,Footwear,North Dakota,No,34
70,Male,Jacket,Outerwear,Florida,No,26
27,Male,Jacket,Outerwear,Oregon,No,45
65,Male,T-shirt,Clothing,Idaho,No,34
57,Male,Sneakers,Footwear,Virginia,No,47
20,Male,Jacket,Outerwear,North Dakota,No,42
34,Male,Hoodie,Clothing,Alabama,No,27
59,Male,Jacket,Outerwear,Hawaii,No,43
54,Male,T-shirt,Clothing,Oregon,No,16
36,Male,Gloves,Accessories,Utah,No,40
21,Male,Sneakers,Footwear,Hawaii,No,29
52,Male,T-shirt,Clothing,Connecticut,No,38
43,Male,Sneakers,Footwear,Wyoming,No,34
32,Male,Jeans,Clothing,Delaware,No,30
55,Male,Handbag,Accessories,Arkansas,No,45
31,Male,Socks,Clothing,Indiana,No,47
45,Male,Jewelry,Accessories,California,No,5
53,Male,Blouse,Clothing,Wyoming,No,50
24,Male,Backpack,Accessories,South Dakota,No,24
47,Male,Scarf,Accessories,West Virginia,No,15
63,Male,Scarf,Accessories,Tennessee,No,50
38,Male,Shirt,Clothing,Alaska,No,7
59,Male,Pants,Clothing,South Dakota,No,10
54,Male,Hat,Accessories,Tennessee,No,38
26,Male,Coat,Outerwear,Alabama,No,31
68,Male,T-shirt,Clothing,North Carolina,No,7
41,Male,Socks,Clothing,Oklahoma,No,27
68,Male,Shirt,Clothing,New York,No,45
21,Male,Sweater,Clothing,Iowa,No,13
32,Male,Gloves,Accessories,Alaska,No,33
20,Male,Belt,Accessories,Alaska,No,25
59,Male,Jeans,Clothing,Nebraska,No,5
53,Male,Handbag,Accessories,Delaware,No,23
66,Male,T-shirt,Clothing,Texas,No,17
47,Male,Socks,Clothing,Missouri,No,14
58,Male,Jeans,Clothing,Maine,No,28
28,Male,Scarf,Accessories,Pennsylvania,No,19
68,Male,Pants,Clothing,Missouri,No,31
60,Male,Blouse,Clothing,Mississippi,No,25
47,Male,Jacket,Outerwear,Hawaii,No,4
18,Male,Sandals,Footwear,Texas,No,20
32,Male,Shorts,Clothing,South Dakota,No,37
27,Male,Shorts,Clothing,New Jersey,No,28
65,Male,Skirt,Clothing,Connecticut,No,6
68,Male,Sandals,Footwear,Maryland,No,27
55,Male,Blouse,Clothing,Arizona,No,29
30,Male,Sandals,Footwear,Oklahoma,No,1
24,Male,Shirt,Clothing,Utah,No,31
57,Male,Socks,Clothing,Arkansas,No,28
23,Male,T-shirt,Clothing,North Carolina,No,19
69,Male,Dress,Clothing,California,No,36
60,Male,Hat,Accessories,Colorado,No,28
25,Male,Gloves,Accessories,California,No,29
18,Male,Socks,Clothing,Vermont,No,9
37,Male,Dress,Clothing,Kansas,No,26
61,Male,Socks,Clothing,Ohio,No,7
41,Male,Belt,Accessories,New Jersey,No,35
69,Male,Handbag,Accessories,Arizona,No,46
32,Male,Skirt,Clothing,Arizona,No,8
60,Male,Hoodie,Clothing,New Hampshire,No,50
43,Male,Blouse,Clothing,Louisiana,No,37
61,Male,Jeans,Clothing,Texas,No,6
57,Male,Boots,Footwear,Montana,No,16
56,Male,Handbag,Accessories,New Hampshire,No,30
66,Male,Coat,Outerwear,South Dakota,No,50
52,Male,Blouse,Clothing,Montana,No,5
63,Male,Handbag,Accessories,North Carolina,No,15
50,Male,Sunglasses,Accessories,South Dakota,No,34
21,Male,Socks,Clothing,Maine,No,6
42,Male,Shoes,Footwear,Oklahoma,No,26
40,Male,Backpack,Accessories,Nebraska,No,34
67,Male,Scarf,Accessories,Illinois,No,37
35,Male,Backpack,Accessories,Colorado,No,28
18,Male,Coat,Outerwear,Massachusetts,No,38
52,Male,Hoodie,Clothing,Louisiana,No,2
59,Male,Gloves,Accessories,Massachusetts,No,32
49,Male,Shorts,Clothing,West Virginia,No,30
46,Male,Skirt,Clothing,Idaho,No,17
69,Male,Boots,Footwear,Ohio,No,5
56,Male,Shorts,Clothing,Rhode Island,No,31
27,Male,Handbag,Accessories,Illinois,No,43
57,Male,Dress,Clothing,New York,No,19
58,Male,Shoes,Footwear,Louisiana,No,32
23,Male,Sneakers,Footwear,California,No,5
19,Male,Socks,Clothing,Washington,No,9
40,Male,Jacket,Outerwear,South Dakota,No,48
54,Male,Backpack,Accessories,Idaho,No,1
50,Male,Socks,Clothing,North Dakota,No,20
69,Male,Handbag,Accessories,Washington,No,42
42,Male,Hat,Accessories,Alaska,No,45
37,Male,Blouse,Clothing,Kansas,No,41
46,Male,Shorts,Clothing,Utah,No,36
64,Male,Shirt,Clothing,Wyoming,No,10
20,Male,Boots,Footwear,Maine,No,31
40,Male,Jacket,Outerwear,Michigan,No,21
64,Male,Jacket,Outerwear,Illinois,No,16
29,Male,Handbag,Accessories,Minnesota,No,18
20,Male,Belt,Accessories,Massachusetts,No,20
43,Male,Handbag,Accessories,New Jersey,No,21
60,Male,Coat,Outerwear,Kansas,No,23
39,Male,Sweater,Clothing,Kentucky,No,20
47,Male,Shorts,Clothing,Rhode Island,No,30
19,Male,Pants,Clothing,Illinois,No,33
52,Male,Jewelry,Accessories,Alabama,No,31
34,Male,Gloves,Accessories,Tennessee,No,48
25,Male,Skirt,Clothing,Massachusetts,No,28
43,Male,Sandals,Footwear,Texas,No,7
55,Male,Socks,Clothing,Nebraska,No,4
66,Male,Jewelry,Accessories,Pennsylvania,No,49
41,Male,Sunglasses,Accessories,Virginia,No,22
47,Male,Coat,Outerwear,Vermont,No,39
51,Male,Belt,Accessories,Oklahoma,No,45
44,Male,Coat,Outerwear,Maine,No,30
18,Male,Scarf,Accessories,New Jersey,No,33
33,Male,Sandals,Footwear,Massachusetts,No,24
24,Male,Belt,Accessories,New Jersey,No,11
33,Male,Scarf,Accessories,Washington,No,13
61,Male,Jewelry,Accessories,Arkansas,No,27
27,Male,Scarf,Accessories,West Virginia,No,30
46,Male,Pants,Clothing,Delaware,No,39
38,Male,Shoes,Footwear,Texas,No,10
63,Male,Boots,Footwear,Texas,No,4
47,Male,Jacket,Outerwear,Mississippi,No,16
42,Male,Backpack,Accessories,Texas,No,34
41,Male,Jacket,Outerwear,Virginia,No,11
53,Male,Boots,Footwear,New Hampshire,No,30
29,Male,Shoes,Footwear,Minnesota,No,40
61,Male,Belt,Accessories,Maryland,No,13
69,Male,Jewelry,Accessories,Vermont,No,28
51,Male,Jewelry,Accessories,Kansas,No,49
24,Male,Pants,Clothing,Idaho,No,23
24,Male,T-shirt,Clothing,Montana,No,4
70,Male,Shorts,Clothing,Oklahoma,No,17
49,Male,Hoodie,Clothing,California,No,24
48,Male,Belt,Accessories,Mississippi,No,21
58,Male,Boots,Footwear,California,No,17
32,Male,Hoodie,Clothing,New York,No,22
57,Male,Shorts,Clothing,Arizona,No,27
69,Male,Backpack,Accessories,Massachusetts,No,1
42,Male,Scarf,Accessories,Kentucky,No,27
30,Male,Socks,Clothing,Vermont,No,8
35,Male,Handbag,Accessories,Missouri,No,43
19,Male,Sunglasses,Accessories,Michigan,No,24
52,Male,T-shirt,Clothing,Texas,No,29
42,Male,Dress,Clothing,New York,No,10
36,Male,Sneakers,Footwear,New Mexico,No,12
45,Male,Sunglasses,Accessories,Mississippi,No,48
54,Male,Blouse,Clothing,Washington,No,40
54,Male,T-shirt,Clothing,New Mexico,No,1
27,Male,Hat,Accessories,Florida,No,26
53,Male,Shorts,Clothing,Minnesota,No,9
20,Male,Hoodie,Clothing,New Hampshire,No,19
52,Male,Socks,Clothing,Minnesota,No,37
54,Male,Sunglasses,Accessories,Vermont,No,3
65,Male,Blouse,Clothing,Minnesota,No,40
43,Male,Jeans,Clothing,Massachusetts,No,13
57,Male,Dress,Clothing,Wyoming,No,48
19,Male,Dress,Clothing,South Dakota,No,4
69,Male,Jeans,Clothing,Oklahoma,No,9
26,Male,Socks,Clothing,Florida,No,26
57,Male,Sunglasses,Accessories,Wisconsin,No,19
20,Male,Coat,Outerwear,Maine,No,1
55,Male,Scarf,Accessories,Connecticut,No,29
44,Male,Backpack,Accessories,Delaware,No,38
52,Male,Pants,Clothing,North Dakota,No,31
57,Male,Gloves,Accessories,California,No,35
40,Male,Jacket,Outerwear,New Mexico,No,40
23,Male,Shorts,Clothing,Iowa,No,13
36,Male,Pants,Clothing,Colorado,No,9
59,Male,Skirt,Clothing,Montana,No,25
29,Male,Blouse,Clothing,Iowa,No,3
63,Male,Shirt,Clothing,Louisiana,No,35
60,Male,Jewelry,Accessories,Alabama,No,13
64,Male,Backpack,Accessories,Nevada,No,31
63,Male,Jewelry,Accessories,Vermont,No,48
21,Male,Belt,Accessories,New York,No,6
61,Male,Dress,Clothing,Mississippi,No,43
65,Male,Coat,Outerwear,South Carolina,No,1
69,Male,Dress,Clothing,Washington,No,8
47,Male,Sweater,Clothing,Colorado,No,6
41,Male,Hoodie,Clothing,Nevada,No,32
68,Male,Shoes,Footwear,Nevada,No,46
41,Male,Shoes,Footwear,Oklahoma,No,38
42,Male,Jacket,Outerwear,Mississippi,No,48
66,Male,Backpack,Accessories,Arkansas,No,18
66,Male,Jeans,Clothing,West Virginia,No,25
33,Male,Jacket,Outerwear,Michigan,No,4
55,Male,Sunglasses,Accessories,Louisiana,No,27
58,Male,Gloves,Accessories,South Dakota,No,14
18,Male,Jacket,Outerwear,North Dakota,No,36
49,Male,T-shirt,Clothing,Arizona,No,6
61,Male,Sandals,Footwear,Georgia,No,46
31,Male,Shorts,Clothing,Idaho,No,29
70,Male,Handbag,Accessories,Louisiana,No,12
68,Male,Pants,Clothing,Connecticut,No,47
27,Male,Blouse,Clothing,Ohio,No,28
48,Male,Shoes,Footwear,Maine,No,21
63,Male,Backpack,Accessories,New Hampshire,No,15
49,Male,Shoes,Footwear,Massachusetts,No,38
19,Male,Dress,Clothing,South Dakota,No,19
30,Male,Skirt,Clothing,Colorado,No,31
50,Male,Jacket,Outerwear,Rhode Island,No,30
66,Male,Shirt,Clothing,Missouri,No,40
25,Male,Hoodie,Clothing,Wyoming,No,42
61,Male,Scarf,Accessories,New Hampshire,No,25
29,Male,Skirt,Clothing,Maine,No,20
53,Male,Skirt,Clothing,Connecticut,No,3
24,Male,Scarf,Accessories,Alaska,No,14
51,Male,Sunglasses,Accessories,Alaska,No,32
26,Male,Sandals,Footwear,North Carolina,No,20
59,Male,Hoodie,Clothing,Colorado,No,34
41,Male,Jacket,Outerwear,Utah,No,6
20,Male,Pants,Clothing,Alabama,No,2
22,Male,Shirt,Clothing,Hawaii,No,35
18,Male,Blouse,Clothing,New Hampshire,No,33
30,Male,Skirt,Clothing,Indiana,No,45
25,Male,Sunglasses,Accessories,Vermont,No,20
39,Male,Belt,Accessories,Iowa,No,48
49,Male,Gloves,Accessories,Maryland,No,37
25,Male,Pants,Clothing,New Mexico,No,4
23,Male,Scarf,Accessories,Louisiana,No,24
33,Male,T-shirt,Clothing,New Mexico,No,4
60,Male,Shoes,Footwear,South Carolina,No,25
51,Male,Pants,Clothing,Illinois,No,14
23,Male,Gloves,Accessories,Minnesota,No,14
20,Male,Socks,Clothing,Oregon,No,46
51,Male,Sneakers,Footwear,Tennessee,No,27
23,Female,Shorts,Clothing,Maryland,No,46
67,Female,Blouse,Clothing,Wisconsin,No,24
23,Female,Coat,Outerwear,Idaho,No,4
26,Female,Sunglasses,Accessories,Wyoming,No,2
52,Female,Shorts,Clothing,Indiana,No,29
52,Female,Dress,Clothing,Texas,No,7
52,Female,Handbag,Accessories,Ohio,No,39
35,Female,Boots,Footwear,Kansas,No,46
24,Female,Pants,Clothing,South Carolina,No,44
43,Female,Boots,Footwear,Michigan,No,20
25,Female,Skirt,Clothing,Nebraska,No,44
46,Female,Sneakers,Footwear,Wisconsin,No,23
22,Female,Jewelry,Accessories,Illinois,No,37
70,Female,T-shirt,Clothing,Louisiana,No,4
49,Female,Sandals,Footwear,Ohio,No,14
48,Female,Boots,Footwear,Maryland,No,31
59,Female,Coat,Outerwear,Texas,No,9
39,Female,Belt,Accessories,Illinois,No,31
30,Female,Sunglasses,Accessories,Pennsylvania,No,26
37,Female,Sandals,Footwear,Alabama,No,41
56,Female,Boots,Footwear,West Virginia,No,13
67,Female,Hoodie,Clothing,Nevada,No,4
40,Female,Hat,Accessories,Florida,No,15
24,Female,Shorts,Clothing,Virginia,No,38
43,Female,Backpack,Accessories,Kentucky,No,3
45,Female,Shorts,Clothing,Connecticut,No,6
33,Female,Belt,Accessories,Montana,No,34
53,Female,Shorts,Clothing,Montana,No,7
44,Female,Socks,Clothing,Nebraska,No,21
23,Female,Shoes,Footwear,Massachusetts,No,17
59,Female,Sneakers,Footwear,North Carolina,No,5
68,Female,Backpack,Accessories,Montana,No,21
46,Female,Dress,Clothing,Washington,No,42
56,Female,Boots,Footwear,Virginia,No,49
40,Female,Socks,Clothing,Georgia,No,33
61,Female,Dress,Clothing,Delaware,No,12
53,Female,Handbag,Accessories,West Virginia,No,18
29,Female,Blouse,Clothing,Wyoming,No,47
44,Female,Belt,Accessories,New Mexico,No,18
43,Female,Pants,Clothing,Nebraska,No,48
40,Female,Sneakers,Footwear,Washington,No,18
55,Female,Boots,Footwear,Hawaii,No,46
66,Female,Sunglasses,Accessories,Louisiana,No,34
50,Female,Hat,Accessories,Tennessee,No,10
57,Female,Coat,Outerwear,South Dakota,No,12
42,Female,Jacket,Outerwear,Delaware,No,36
55,Female,Hoodie,Clothing,Virginia,No,34
25,Female,Boots,Footwear,Utah,No,49
22,Female,T-shirt,Clothing,California,No,36
49,Female,Sweater,Clothing,Idaho,No,18
70,Female,Shoes,Footwear,Texas,No,39
56,Female,Scarf,Accessories,Tennessee,No,34
52,Female,Dress,Clothing,Tennessee,No,35
65,Female,Jacket,Outerwear,Washington,No,1
24,Female,Shoes,Footwear,Alabama,No,48
32,Female,Backpack,Accessories,Nebraska,No,19
57,Female,Dress,Clothing,Alabama,No,44
35,Female,Shirt,Clothing,Illinois,No,9
69,Female,Jacket,Outerwear,Wisconsin,No,3
30,Female,Sunglasses,Accessories,Nebraska,No,50
37,Female,Jacket,Outerwear,North Dakota,No,7
19,Female,Coat,Outerwear,Mississippi,No,20
53,Female,Sweater,Clothing,Iowa,No,16
25,Female,Sneakers,Footwear,Mississippi,No,29
47,Female,Shoes,Footwear,Colorado,No,21
18,Female,Sunglasses,Accessories,Nebraska,No,19
22,Female,Shorts,Clothing,Virginia,No,10
69,Female,Hoodie,Clothing,Louisiana,No,4
55,Female,Scarf,Accessories,Maryland,No,45
